대상물 구분명(참고),대상물명,주소(지번),주소(도로명),주용도명,아파트여부,연면적(㎡),세대수,스프링클러,제연설비,물분무등,관할서,사용승인일,터널여부,등급대상,지상층수,지하층수,자체점검여부
[동별] 포이초등학교,포이초등학교본관동,서울특별시 강남구 개포동 1273,서울특별시 강남구 개포로22길 87,교육연구시설,N,8695.49,0.0,N,N,N,강남소방서,19960424.0,N,2급대상,5,1,Y
[동별] 포이초등학교,교육문화회관동,서울특별시 강남구 개포동 1273,서울특별시 강남구 개포로22길 87,교육연구시설,N,12490.04,0.0,Y,N,N,강남소방서,20050818.0,N,2급대상,3,1,Y
[개황] 대한적십자사 남부혈액원,대한적십자사 남부혈액원,서울특별시 강남구 개포동 1267,서울특별시 강남구 개포로31길 48,업무시설,N,3788.86,0.0,N,N,N,강남소방서,19901017.0,N,2급대상,4,1,Y
[동별] 대한적십자사 남부혈액원,남부적십자혈액원,서울특별시 강남구 개포동 1267,서울특별시 강남구 개포로31길 48,업무시설,N,3788.86,0.0,N,N,N,강남소방서,19901017.0,N,2급대상,4,1,Y
[개황] 대산빌딩,대산빌딩,서울특별시 강남구 개포동 1215,서울특별시 강남구 개포로28길 4,업무시설,N,1411.02,0.0,N,N,N,강남소방서,19900926.0,N,3급대상,4,1,Y
[동별] 대산빌딩,대산빌딩,서울특별시 강남구 개포동 1215,서울특별시 강남구 개포로28길 4,업무시설,N,1411.02,0.0,N,N,N,강남소방서,19900926.0,N,3급대상,4,1,Y
[개황] 케이엔에스빌딩(구.장원빌딩),케이엔에스빌딩(구.장원빌딩),서울특별시 강남구 개포동 1260,서울특별시 강남구 개포로25길 8,복합건축물,N,921.17,,Y,N,N,강남소방서,19911202.0,N,3급대상,6,1,Y
[동별] 케이엔에스빌딩(구.장원빌딩),장원빌딩,서울특별시 강남구 개포동 1260,서울특별시 강남구 개포로25길 8,복합건축물,N,921.17,,Y,N,N,강남소방서,19911202.0,N,3급대상,6,1,Y
[개황] 세화빌딩,세화빌딩,서울특별시 강남구 개포동 1164-24,서울특별시 강남구 논현로2길 60,복합건축물,N,1341.16,0.0,N,N,N,강남소방서,19901211.0,N,3급대상,7,1,Y
[동별] 세화빌딩,세화빌딩,서울특별시 강남구 개포동 1164-24,서울특별시 강남구 논현로2길 60,복합건축물,N,1341.16,0.0,N,N,N,강남소방서,19901211.0,N,3급대상,7,1,Y
[개황] 유정빌딩,유정빌딩,서울특별시 강남구 개포동 1183-2,서울특별시 강남구 개포로22길 94,복합건축물,N,1021.58,0.0,N,N,N,강남소방서,19901123.0,N,3급대상,5,1,Y
[동별] 유정빌딩,유정빌딩,서울특별시 강남구 개포동 1183-2,서울특별시 강남구 개포로22길 94,복합건축물,N,1021.58,0.0,N,N,N,강남소방서,19901123.0,N,3급대상,5,1,Y
[개황] 희영빌딩,희영빌딩,서울특별시 강남구 개포동 1217-2,서울특별시 강남구 개포로 232,복합건축물,N,1135.45,0.0,N,N,N,강남소방서,19901130.0,N,3급대상,6,1,Y
[동별] 희영빌딩,희영빌딩,서울특별시 강남구 개포동 1217-2,서울특별시 강남구 개포로 232,복합건축물,N,1135.45,0.0,N,N,N,강남소방서,19901130.0,N,3급대상,6,1,Y
[개황] 선만빌딩,선만빌딩,서울특별시 강남구 개포동 1231-23,서울특별시 강남구 개포로20길 5,복합건축물,N,938.0,,N,N,N,강남소방서,19900712.0,N,3급대상,4,1,Y
[동별] 선만빌딩,선만빌딩,서울특별시 강남구 개포동 1231-23,서울특별시 강남구 개포로20길 5,복합건축물,N,938.0,,N,N,N,강남소방서,19900712.0,N,3급대상,4,1,Y
[개황] 용현빌딩,용현빌딩,서울특별시 강남구 개포동 1257-7,서울특별시 강남구 개포로25길 3-4,근린생활시설,N,730.23,0.0,N,N,N,강남소방서,19901121.0,N,3급대상,5,1,Y
[동별] 용현빌딩,김용목건물,서울특별시 강남구 개포동 1257-7,서울특별시 강남구 개포로25길 3-4,근린생활시설,N,730.23,0.0,N,N,N,강남소방서,19901121.0,N,3급대상,5,1,Y
[개황] 둥지빌딩,둥지빌딩,서울특별시 강남구 개포동 1219,서울특별시 강남구 논현로16길 30,복합건축물,N,1044.02,0.0,N,N,N,강남소방서,19910115.0,N,3급대상,6,1,Y
[동별] 둥지빌딩,둥지빌딩,서울특별시 강남구 개포동 1219,서울특별시 강남구 논현로16길 30,복합건축물,N,1044.02,0.0,N,N,N,강남소방서,19910115.0,N,3급대상,6,1,Y
[개황] 퍼시픽빌딩,퍼시픽빌딩,서울특별시 강남구 개포동 1191,서울특별시 강남구 논현로 26,복합건축물,N,1040.4,0.0,N,N,N,강남소방서,19901227.0,N,3급대상,6,1,Y
[동별] 퍼시픽빌딩,퍼시픽빌딩,서울특별시 강남구 개포동 1191,서울특별시 강남구 논현로 26,복합건축물,N,1040.4,0.0,N,N,N,강남소방서,19901227.0,N,3급대상,6,1,Y
[개황] 우성9차아파트상가,우성9차아파트상가,서울특별시 강남구 개포동 651-1,서울특별시 강남구 개포로 311,근린생활시설,N,1037.37,0.0,Y,N,N,강남소방서,19910225.0,N,2급대상,1,1,Y
[동별] 우성9차아파트상가,우성9차아파트상가,서울특별시 강남구 개포동 651-1,서울특별시 강남구 개포로 311,근린생활시설,N,1037.37,0.0,Y,N,N,강남소방서,19910225.0,N,2급대상,1,1,Y
[개황] 삼봉빌딩,삼봉빌딩,서울특별시 강남구 개포동 1258-3,서울특별시 강남구 개포로 227,복합건축물,N,1170.4,0.0,N,N,N,강남소방서,19910121.0,N,3급대상,6,1,Y
[동별] 삼봉빌딩,삼봉빌딩,서울특별시 강남구 개포동 1258-3,서울특별시 강남구 개포로 227,복합건축물,N,1170.4,0.0,N,N,N,강남소방서,19910121.0,N,3급대상,6,1,Y
[개황] 제일빌딩,제일빌딩,서울특별시 강남구 개포동 1188-1,서울특별시 강남구 논현로8길 14,복합건축물,N,1090.16,0.0,N,N,N,강남소방서,19910101.0,N,3급대상,6,1,Y
[동별] 제일빌딩,제일빌딩,서울특별시 강남구 개포동 1188-1,서울특별시 강남구 논현로8길 14,복합건축물,N,1090.16,0.0,N,N,N,강남소방서,19910121.0,N,3급대상,6,1,Y
[개황] 준빌딩,준빌딩,서울특별시 강남구 개포동 1231,서울특별시 강남구 개포로 224,복합건축물,N,2679.59,0.0,Y,N,N,강남소방서,19910205.0,N,2급대상,6,2,Y
[동별] 준빌딩,준빌딩,서울특별시 강남구 개포동 1231,서울특별시 강남구 개포로 224,복합건축물,N,2679.59,0.0,Y,N,N,강남소방서,19910205.0,N,2급대상,6,2,Y
[개황] 흥진(구.한성)빌딩,흥진(구.한성)빌딩,서울특별시 강남구 개포동 1259-4,서울특별시 강남구 개포로 243,복합건축물,N,1048.6,0.0,N,N,N,강남소방서,19910312.0,N,3급대상,6,1,Y
[동별] 흥진(구.한성)빌딩,흥진빌딩,서울특별시 강남구 개포동 1259-4,서울특별시 강남구 개포로 243,복합건축물,N,1048.6,0.0,N,N,N,강남소방서,19910312.0,N,3급대상,6,1,Y
[개황] 경빌딩,경빌딩,서울특별시 강남구 개포동 172-11,서울특별시 강남구 선릉로 50,복합건축물,N,993.2,,N,N,N,강남소방서,19910408.0,N,3급대상,6,1,Y
[동별] 경빌딩,경빌딩,서울특별시 강남구 개포동 172-11,서울특별시 강남구 선릉로 50,복합건축물,N,993.2,,N,N,N,강남소방서,19910408.0,N,3급대상,6,1,Y
[개황] 유림빌딩,유림빌딩,서울특별시 강남구 개포동 1258-6,서울특별시 강남구 개포로 233,복합건축물,N,1164.52,0.0,N,N,N,강남소방서,19910710.0,N,3급대상,7,1,Y
[동별] 유림빌딩,유림빌딩,서울특별시 강남구 개포동 1258-6,서울특별시 강남구 개포로 233,복합건축물,N,1164.52,0.0,N,N,N,강남소방서,19910710.0,N,3급대상,7,1,Y
[개황] 형제빌딩,형제빌딩,서울특별시 강남구 개포동 1261,서울특별시 강남구 개포로25길 12,복합건축물,N,2246.86,0.0,N,N,N,강남소방서,19910308.0,N,2급대상,5,1,Y
[동별] 형제빌딩,형제빌딩,서울특별시 강남구 개포동 1261,서울특별시 강남구 개포로25길 12,복합건축물,N,2246.86,0.0,N,N,N,강남소방서,19910308.0,N,2급대상,5,1,Y
[개황] 큰사랑요양병원,큰사랑요양병원,서울특별시 강남구 개포동 1164-10,서울특별시 강남구 논현로2길 30,의료시설,N,2916.45,0.0,Y,N,N,강남소방서,19910409.0,N,2급대상,6,2,Y
[동별] 큰사랑요양병원,큰사랑요양병원,서울특별시 강남구 개포동 1164-10,서울특별시 강남구 논현로2길 30,의료시설,N,2916.45,0.0,Y,N,N,강남소방서,19910409.0,N,2급대상,6,2,Y
[개황] 대경바스컴,대경바스컴,서울특별시 강남구 개포동 1164-15,서울특별시 강남구 논현로2길 40,근린생활시설,N,2736.66,0.0,N,N,N,강남소방서,19910531.0,N,2급대상,5,1,Y
[동별] 대경바스컴,1,서울특별시 강남구 개포동 1164-15,서울특별시 강남구 논현로2길 40,근린생활시설,N,2736.66,0.0,N,N,N,강남소방서,19910531.0,N,2급대상,5,1,Y
[개황] 해영빌딩(이기범),해영빌딩(이기범),서울특별시 강남구 개포동 1217-6,서울특별시 강남구 개포로 240,근린생활시설,N,1198.5,0.0,N,N,N,강남소방서,19911224.0,N,3급대상,6,1,Y
[동별] 해영빌딩(이기범),해영빌딩,서울특별시 강남구 개포동 1217-6,서울특별시 강남구 개포로 240,근린생활시설,N,1198.5,0.0,N,N,N,강남소방서,19911224.0,N,3급대상,6,1,Y
[개황] 우덕빌딩,우덕빌딩,서울특별시 강남구 개포동 1258-1,서울특별시 강남구 개포로 223,근린생활시설,N,1257.61,0.0,N,N,N,강남소방서,19910510.0,N,3급대상,6,1,Y
[동별] 우덕빌딩,우덕빌딩,서울특별시 강남구 개포동 1258-1,서울특별시 강남구 개포로 223,근린생활시설,N,1257.61,0.0,N,N,N,강남소방서,19910510.0,N,3급대상,6,1,Y
[개황] 백암빌딩,백암빌딩,서울특별시 강남구 개포동 1239-20,서울특별시 강남구 개포로 207,업무시설,N,1563.4,0.0,N,N,N,강남소방서,19910530.0,N,3급대상,6,2,Y
[동별] 백암빌딩,백암빌딩,서울특별시 강남구 개포동 1239-20,서울특별시 강남구 개포로 207,업무시설,N,1563.4,0.0,N,N,N,강남소방서,19910530.0,N,3급대상,6,2,Y
[개황] 광림빌딩,광림빌딩,서울특별시 강남구 개포동 1218-3,서울특별시 강남구 개포로22길 15,업무시설,N,1989.13,0.0,N,N,N,강남소방서,19910529.0,N,3급대상,5,2,Y
[동별] 광림빌딩,광림빌딩,서울특별시 강남구 개포동 1218-3,서울특별시 강남구 개포로22길 15,업무시설,N,1989.13,0.0,N,N,N,강남소방서,19910529.0,N,3급대상,5,2,Y
[개황] 바이오페이스(인바디빌딩),바이오페이스(인바디빌딩),서울특별시 강남구 개포동 1164-21,서울특별시 강남구 논현로2길 54,업무시설,N,4542.92,0.0,Y,N,N,강남소방서,19910710.0,N,3급대상,7,2,Y
[동별] 바이오페이스(인바디빌딩),두림빌딩,서울특별시 강남구 개포동 1164-21,서울특별시 강남구 논현로2길 54,업무시설,N,4542.92,0.0,Y,N,N,강남소방서,19910710.0,N,3급대상,7,2,Y
[개황] 경호빌딩,경호빌딩,서울특별시 강남구 개포동 1189,서울특별시 강남구 논현로8길 32-19,복합건축물,N,895.81,2.0,N,N,N,강남소방서,19911115.0,N,3급대상,6,1,Y
[동별] 경호빌딩,영은빌딩(김태술건물),서울특별시 강남구 개포동 1189,서울특별시 강남구 논현로8길 32-19,복합건축물,N,895.81,2.0,N,N,N,강남소방서,19911115.0,N,3급대상,6,1,Y
[개황] 개포3빌딩,개포3빌딩,서울특별시 강남구 개포동 1260-14,서울특별시 강남구 개포로31길 3-12,복합건축물,N,1002.25,0.0,N,N,N,강남소방서,19910812.0,N,3급대상,3,1,Y
[동별] 개포3빌딩,포이제2빌딩,서울특별시 강남구 개포동 1260-14,서울특별시 강남구 개포로31길 3-12,복합건축물,N,1002.25,0.0,N,N,N,강남소방서,19910812.0,N,3급대상,3,1,Y
[개황] 상화빌딩,상화빌딩,서울특별시 강남구 개포동 1232-3,서울특별시 강남구 개포로20길 20,복합건축물,N,1373.3,0.0,N,N,N,강남소방서,19910904.0,N,3급대상,6,1,Y
[동별] 상화빌딩,상화빌딩,서울특별시 강남구 개포동 1232-3,서울특별시 강남구 개포로20길 20,복합건축물,N,1373.3,0.0,N,N,N,강남소방서,19910904.0,N,3급대상,6,1,Y
[개황] 남강빌딩,남강빌딩,서울특별시 강남구 개포동 1259-8,서울특별시 강남구 개포로 251,복합건축물,N,774.69,,N,N,N,강남소방서,19910920.0,N,3급대상,5,1,Y
[동별] 남강빌딩,남강빌딩,서울특별시 강남구 개포동 1259-8,서울특별시 강남구 개포로 251,복합건축물,N,774.69,,N,N,N,강남소방서,19910920.0,N,3급대상,5,1,Y
[개황] 개포1빌딩,개포1빌딩,서울특별시 강남구 개포동 1163-2,서울특별시 강남구 논현로 12,위험물저장및처리시설,N,1125.96,0.0,N,N,N,강남소방서,19910920.0,N,3급대상,2,1,Y
[동별] 개포1빌딩,영화빌딩,서울특별시 강남구 개포동 1163-2,서울특별시 강남구 논현로 12,위험물저장및처리시설,N,1125.96,0.0,N,N,N,강남소방서,19910920.0,N,3급대상,2,1,Y
[개황] 우영빌딩,우영빌딩,서울특별시 강남구 개포동 1219-5,서울특별시 강남구 개포로22길 40,복합건축물,N,1144.47,0.0,N,N,N,강남소방서,19911009.0,N,3급대상,6,1,Y
[동별] 우영빌딩,우영빌딩,서울특별시 강남구 개포동 1219-5,서울특별시 강남구 개포로22길 40,복합건축물,N,1144.47,0.0,N,N,N,강남소방서,19911009.0,N,3급대상,6,1,Y
[개황] 초원교회(초원유치원),초원교회(초원유치원),서울특별시 강남구 개포동 1222-6,서울특별시 강남구 논현로14길 17,종교시설,N,1961.87,0.0,Y,N,N,강남소방서,19910119.0,N,2급대상,2,2,Y
[동별] 초원교회(초원유치원),초원교회(초원유치원),서울특별시 강남구 개포동 1222-6,서울특별시 강남구 논현로14길 17,종교시설,N,1961.87,0.0,Y,N,N,강남소방서,19910119.0,N,2급대상,2,2,Y
[개황] 서원빌딩,서원빌딩,서울특별시 강남구 개포동 1209-18,서울특별시 강남구 개포로32길 7,교육연구시설,N,1279.7,0.0,N,N,N,강남소방서,19911031.0,N,3급대상,5,2,Y
[동별] 서원빌딩,서원빌딩,서울특별시 강남구 개포동 1209-18,서울특별시 강남구 개포로32길 7,교육연구시설,N,1279.7,0.0,N,N,N,강남소방서,19911031.0,N,3급대상,5,2,Y
[개황] 삼경빌딩,삼경빌딩,서울특별시 강남구 개포동 1192-2,서울특별시 강남구 논현로10길 6,업무시설,N,1074.41,0.0,N,N,N,강남소방서,19911212.0,N,3급대상,7,1,Y
[동별] 삼경빌딩,삼경빌딩,서울특별시 강남구 개포동 1192-2,서울특별시 강남구 논현로10길 6,업무시설,N,1074.41,0.0,N,N,N,강남소방서,19911212.0,N,3급대상,7,1,Y
[개황] 내외빌딩,내외빌딩,서울특별시 강남구 개포동 1243-8,서울특별시 강남구 개포로15길 34,복합건축물,N,1308.66,0.0,N,N,N,강남소방서,19911105.0,N,3급대상,6,1,Y
[동별] 내외빌딩,내외빌딩,서울특별시 강남구 개포동 1243-8,서울특별시 강남구 개포로15길 34,복합건축물,N,1308.66,0.0,N,N,N,강남소방서,19911105.0,N,3급대상,6,1,Y
[개황] 위드21,위드21,서울특별시 강남구 개포동 1244-5,서울특별시 강남구 개포로17길 13-5,근린생활시설,N,1086.12,0.0,Y,N,N,강남소방서,19920306.0,N,3급대상,6,2,Y
[동별] 위드21,신풍빌딩,서울특별시 강남구 개포동 1244-5,서울특별시 강남구 개포로17길 13-5,근린생활시설,N,1086.12,0.0,Y,N,N,강남소방서,19920306.0,N,3급대상,6,2,Y
[개황] 대치1단지상가,대치1단지상가,서울특별시 강남구 개포동  12,서울특별시 강남구 개포로109길 5,복합건축물,N,2443.94,0.0,N,N,N,강남소방서,19921011.0,N,2급대상,3,1,Y
[동별] 대치1단지상가,대치1단지상가,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,복합건축물,N,2443.94,0.0,N,N,N,강남소방서,19921014.0,N,2급대상,3,1,Y
[개황] 강남종합사회복지관(석탑프라자),강남종합사회복지관(석탑프라자),서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,노유자시설,N,2131.66,0.0,Y,N,N,강남소방서,19911120.0,N,2급대상,3,1,Y
[동별] 강남종합사회복지관(석탑프라자),강남사회복지관,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,노유자시설,N,2131.66,0.0,Y,N,N,강남소방서,19911120.0,N,2급대상,3,1,Y
[개황] 대치1단지아파트,대치1단지아파트,서울특별시 강남구 개포동  12,서울특별시 강남구 개포로109길 5,공동주택,Y,66191.0,1619.0,N,N,N,강남소방서,19921120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 101동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,11667.0,327.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 102동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,5501.0,119.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 103동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,9680.0,262.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 104동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,6471.0,116.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 105동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,6752.0,149.0,N,N,N,강남소방서,19921120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 106동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,9752.0,263.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 107동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,9752.0,264.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[동별] 대치1단지아파트,대치1단지 108동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 5,공동주택,Y,6616.0,119.0,N,N,N,강남소방서,19911120.0,N,2급대상,15,1,Y
[개황] 대양빌딩,대양빌딩,서울특별시 강남구 개포동 1183-15,서울특별시 강남구 논현로8길 59,복합건축물,N,1220.98,0.0,N,N,N,강남소방서,19911009.0,N,3급대상,5,1,Y
[동별] 대양빌딩,대양빌딩,서울특별시 강남구 개포동 1183-15,서울특별시 강남구 논현로8길 59,복합건축물,N,1220.98,0.0,N,N,N,강남소방서,19921009.0,N,3급대상,5,1,Y
[개황] 성산빌딩,성산빌딩,서울특별시 강남구 개포동 1231-5,서울특별시 강남구 개포로22길 12,복합건축물,N,1091.45,0.0,N,N,N,강남소방서,19911214.0,N,3급대상,7,1,Y
[동별] 성산빌딩,문정빌딩성산빌딩,서울특별시 강남구 개포동 1231-5,서울특별시 강남구 개포로22길 12,복합건축물,N,1091.45,0.0,N,N,N,강남소방서,19911214.0,N,3급대상,7,1,Y
[개황] 우신빌딩,우신빌딩,서울특별시 강남구 개포동 1194-3,서울특별시 강남구 논현로 44,복합건축물,N,1165.57,0.0,N,N,N,강남소방서,19911230.0,N,3급대상,6,1,Y
[동별] 우신빌딩,우신빌딩,서울특별시 강남구 개포동 1194-3,서울특별시 강남구 논현로 44,복합건축물,N,1165.57,0.0,N,N,N,강남소방서,19911230.0,N,3급대상,6,1,Y
[개황] 동진건물,동진건물,서울특별시 강남구 개포동 1228-3,서울특별시 강남구 논현로 58,근린생활시설,N,929.0,0.0,N,N,N,강남소방서,19911217.0,N,3급대상,5,1,Y
[동별] 동진건물,동진빌딩,서울특별시 강남구 개포동 1228-3,서울특별시 강남구 논현로 58,근린생활시설,N,929.0,0.0,N,N,N,강남소방서,19911217.0,N,3급대상,5,1,Y
[개황] 강호빌딩,강호빌딩,서울특별시 강남구 개포동 1186-1,서울특별시 강남구 논현로8길 30,복합건축물,N,1090.02,0.0,N,N,N,강남소방서,19920319.0,N,3급대상,5,1,Y
[동별] 강호빌딩,강호빌딩,서울특별시 강남구 개포동 1186-1,서울특별시 강남구 논현로8길 30,복합건축물,N,1090.02,0.0,N,N,N,강남소방서,19920319.0,N,3급대상,5,1,Y
[개황] 채널빌딩,채널빌딩,서울특별시 강남구 개포동 1206-4,서울특별시 강남구 개포로28길 24,복합건축물,N,888.72,,N,N,N,강남소방서,19920331.0,N,3급대상,6,1,Y
[동별] 채널빌딩,채널빌딩,서울특별시 강남구 개포동 1206-4,서울특별시 강남구 개포로28길 24,복합건축물,N,888.72,,N,N,N,강남소방서,19930331.0,N,3급대상,6,1,Y
[개황] 양재빌딩,양재빌딩,서울특별시 강남구 개포동 1239-19,서울특별시 강남구 개포로 205,근린생활시설,N,1156.0,0.0,N,N,N,강남소방서,19920307.0,N,3급대상,7,1,Y
[동별] 양재빌딩,양재빌딩,서울특별시 강남구 개포동 1239-19,서울특별시 강남구 개포로 205,근린생활시설,N,1156.0,0.0,N,N,N,강남소방서,19920307.0,N,3급대상,7,1,Y
[개황] 국립국악중고등학교,국립국악중고등학교,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,교육연구시설,N,27343.37,0.0,Y,N,Y,강남소방서,19920311.0,N,2급대상,5,1,Y
[동별] 국립국악중고등학교,국악중고등학교 본관동,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,교육연구시설,N,13516.32,0.0,Y,N,N,강남소방서,19971217.0,N,2급대상,5,1,Y
[동별] 국립국악중고등학교,국악중고등학교 2교사동,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,교육연구시설,N,4789.56,0.0,N,N,N,강남소방서,19920311.0,N,2급대상,5,1,Y
[동별] 국립국악중고등학교,국악중고등학교 기숙사동,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,교육연구시설,N,3437.59,0.0,N,N,N,강남소방서,19920311.0,N,2급대상,4,0,Y
[동별] 국립국악중고등학교,종합예술관동,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,교육연구시설,N,5599.9,0.0,Y,N,Y,강남소방서,,N,2급대상,4,1,Y
[개황] 혜정빌딩,혜정빌딩,서울특별시 강남구 개포동 1163-6,서울특별시 강남구 논현로 6,복합건축물,N,1109.0,0.0,N,N,N,강남소방서,19920522.0,N,3급대상,7,1,Y
[동별] 혜정빌딩,혜정빌딩,서울특별시 강남구 개포동 1163-6,서울특별시 강남구 논현로 6,복합건축물,N,1109.0,0.0,N,N,N,강남소방서,19920522.0,N,3급대상,7,1,Y
[개황] 신유빌딩,신유빌딩,서울특별시 강남구 개포동 1216,서울특별시 강남구 개포로26길 6,복합건축물,N,1107.83,0.0,N,N,N,강남소방서,19920408.0,N,3급대상,6,1,Y
[동별] 신유빌딩,신유빌딩,서울특별시 강남구 개포동 1216,서울특별시 강남구 개포로26길 6,복합건축물,N,1107.83,0.0,N,N,N,강남소방서,19920408.0,N,3급대상,6,1,Y
[개황] 창덕빌딩,창덕빌딩,서울특별시 강남구 개포동 1239-10,서울특별시 강남구 개포로15길 17,복합건축물,N,1991.28,0.0,N,N,N,강남소방서,19920520.0,N,3급대상,6,1,Y
[동별] 창덕빌딩,창덕빌딩,서울특별시 강남구 개포동 1239-10,서울특별시 강남구 개포로15길 17,복합건축물,N,1991.28,0.0,N,N,N,강남소방서,19920520.0,N,3급대상,6,1,Y
[개황] 선모빌딩,선모빌딩,서울특별시 강남구 개포동 1259-3,서울특별시 강남구 개포로 241,복합건축물,N,1215.29,0.0,N,N,N,강남소방서,19920613.0,N,3급대상,7,1,Y
[동별] 선모빌딩,선모빌딩 후암빌,서울특별시 강남구 개포동 1259-3,서울특별시 강남구 개포로 241,복합건축물,N,1215.29,0.0,N,N,N,강남소방서,19920613.0,N,3급대상,7,1,Y
[개황] 두이빌딩,두이빌딩,서울특별시 강남구 개포동 1196-2,서울특별시 강남구 논현로12길 19-3,복합건축물,N,1778.18,,N,N,N,강남소방서,19920323.0,N,3급대상,6,1,Y
[동별] 두이빌딩,두이빌딩,서울특별시 강남구 개포동 1196-2,서울특별시 강남구 논현로12길 19-3,복합건축물,N,1778.18,,N,N,N,강남소방서,19920323.0,N,3급대상,6,1,Y
[개황] 충의빌딩,충의빌딩,서울특별시 강남구 개포동 1238-4,서울특별시 강남구 개포로 210,복합건축물,N,1051.18,0.0,N,N,N,강남소방서,19920901.0,N,3급대상,6,1,Y
[동별] 충의빌딩,충의빌딩,서울특별시 강남구 개포동 1238-4,서울특별시 강남구 개포로 210,복합건축물,N,1051.18,0.0,N,N,N,강남소방서,19920917.0,N,3급대상,6,1,Y
[개황] 대청아파트(301동 대표동),대청아파트(301동 대표동),서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,54181.24,822.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 301동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,8788.66,161.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 302동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,8778.66,161.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 303동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,8919.27,131.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 304동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,8969.43,131.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 305동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,9362.61,119.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[동별] 대청아파트(301동 대표동),대청아파트 306동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 21,공동주택,Y,9362.61,119.0,N,N,N,강남소방서,19921014.0,N,2급대상,15,1,Y
[개황] 대진초등학교,대진초등학교,서울특별시 강남구 개포동 13,서울특별시 강남구 개포로109길 74,교육연구시설,N,5323.0,0.0,N,N,N,강남소방서,19971217.0,N,2급대상,4,1,Y
[동별] 대진초등학교,대진초등학교,서울특별시 강남구 개포동 13,서울특별시 강남구 개포로109길 74,교육연구시설,N,5323.0,0.0,N,N,N,강남소방서,19971217.0,N,2급대상,4,1,Y
[개황] 대성빌딩,대성빌딩,서울특별시 강남구 개포동 1236-10,서울특별시 강남구 논현로20길 4-35,복합건축물,N,877.62,5.0,N,N,N,강남소방서,19921230.0,N,3급대상,6,1,Y
[동별] 대성빌딩,대성빌딩,서울특별시 강남구 개포동 1236-10,서울특별시 강남구 논현로20길 4-35,복합건축물,N,877.62,5.0,N,N,N,강남소방서,19921230.0,N,3급대상,6,1,Y
[개황] 이삭빌딩,이삭빌딩,서울특별시 강남구 개포동 1228,서울특별시 강남구 논현로 64,복합건축물,N,1401.89,0.0,N,N,N,강남소방서,19921006.0,N,3급대상,6,2,Y
