대상물 구분명(참고),대상물명,주소(지번),주소(도로명),주용도명,아파트여부,연면적(㎡),세대수,스프링클러,제연설비,물분무등,관할서,사용승인일,터널여부,등급대상,지상층수,지하층수,자체점검여부
[개황] 개포디지털혁신파크(서울디지털재단),개포디지털혁신파크(서울디지털재단),서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,교육연구시설,N,12604.35,0.0,N,N,N,강남소방서,19800411.0,N,2급대상,5,1,Y
[동별] 개포디지털혁신파크(서울디지털재단),1,서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,교육연구시설,N,6078.17,0.0,N,N,N,강남소방서,,N,2급대상,5,1,Y
[동별] 개포디지털혁신파크(서울디지털재단),본관동,서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,교육연구시설,N,3329.59,0.0,N,N,N,강남소방서,20160923.0,N,2급대상,5,1,Y
[동별] 개포디지털혁신파크(서울디지털재단),신관동,서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,교육연구시설,N,1571.29,0.0,N,N,N,강남소방서,,N,2급대상,5,1,Y
[동별] 개포디지털혁신파크(서울디지털재단),다목적강당,서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,교육연구시설,N,1125.62,0.0,N,N,N,강남소방서,,N,2급대상,2,0,Y
[동별] 개포디지털혁신파크(서울디지털재단),디지털시민랩,서울특별시 강남구 개포동 153,서울특별시 강남구 개포로 416,근린생활시설,N,499.68,0.0,N,N,N,강남소방서,,N,2급대상,3,0,Y
[개황] 수도전기공업고등학교,수도전기공업고등학교,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,49387.13,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,5,1,Y
[동별] 수도전기공업고등학교,수도전기공업고등학교(본관),서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,17699.04,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,5,1,Y
[동별] 수도전기공업고등학교,수도전기공업고등학교(기계실습동),서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,2790.0,0.0,N,N,N,강남소방서,,N,1급대상,1,0,Y
[동별] 수도전기공업고등학교,체육관,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,2364.74,0.0,N,N,N,강남소방서,20100720.0,N,1급대상,2,0,Y
[동별] 수도전기공업고등학교,한국외국인학교,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,9658.47,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,5,1,Y
[동별] 수도전기공업고등학교,기숙사-수재학사,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,3860.82,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,5,1,Y
[동별] 수도전기공업고등학교,한전청운재,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,교육연구시설,N,12393.66,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,5,1,Y
[동별] 수도전기공업고등학교,중앙공급동,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,창고시설,N,620.4,0.0,N,N,N,강남소방서,19811214.0,N,1급대상,1,1,Y
[개황] 개포전력구(개포-일원동),개포전력구(개포-일원동),서울특별시 강남구 개포동 971,서울특별시 강남구 양재대로 580,지하구,N,579.0,0.0,N,N,Y,강남소방서,19941201.0,N,2급대상,0,1,Y
[동별] 개포전력구(개포-일원동),개포전력구(개포-일원동),서울특별시 강남구 개포동 971,서울특별시 강남구 양재대로 580,지하구,N,579.0,0.0,N,N,Y,강남소방서,,N,2급대상,0,1,Y
[개황] 개포경남아파트1차상가,개포경남아파트1차상가,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,판매시설,N,1819.9,0.0,N,N,N,강남소방서,19840308.0,N,2급대상,2,1,Y
[동별] 개포경남아파트1차상가,경남아파트1차상가,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,판매시설,N,1819.9,0.0,N,N,N,강남소방서,19840308.0,N,2급대상,2,1,Y
[개황] 래미안블레스티지,래미안블레스티지,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,578053.97,1957.0,Y,N,N,강남소방서,20190226.0,N,1급대상,35,5,Y
[동별] 래미안블레스티지,1~23동,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,362147.2,,N,N,N,강남소방서,,N,1급대상,35,3,Y
[동별] 래미안블레스티지,201,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,9348.34,103.0,Y,N,N,강남소방서,20190226.0,N,1급대상,8,5,Y
[동별] 래미안블레스티지,202,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,6944.34,86.0,Y,N,N,강남소방서,20190226.0,N,1급대상,22,5,Y
[동별] 래미안블레스티지,203,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,8496.3,88.0,Y,N,N,강남소방서,20190226.0,N,1급대상,23,5,Y
[동별] 래미안블레스티지,204,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,5116.91,46.0,Y,N,N,강남소방서,20190226.0,N,1급대상,24,5,Y
[동별] 래미안블레스티지,205,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,7429.26,78.0,Y,N,N,강남소방서,20190226.0,N,1급대상,20,5,Y
[동별] 래미안블레스티지,206,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,6162.53,64.0,Y,N,N,강남소방서,20190226.0,N,1급대상,17,5,Y
[동별] 래미안블레스티지,207,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,2006.58,24.0,Y,N,N,강남소방서,20190226.0,N,1급대상,7,5,Y
[동별] 래미안블레스티지,208,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,850.62,11.0,Y,N,N,강남소방서,20190226.0,N,1급대상,7,5,Y
[동별] 래미안블레스티지,209,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,4350.47,56.0,Y,N,N,강남소방서,20190226.0,N,1급대상,15,5,Y
[동별] 래미안블레스티지,210,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,13069.02,111.0,Y,N,N,강남소방서,20190226.0,N,1급대상,29,5,Y
[동별] 래미안블레스티지,211,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,13069.02,111.0,Y,N,N,강남소방서,20190226.0,N,1급대상,29,5,Y
[동별] 래미안블레스티지,212,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,20325.1,170.0,Y,N,N,강남소방서,20190226.0,N,1급대상,35,5,Y
[동별] 래미안블레스티지,213,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,20836.2,135.0,Y,N,N,강남소방서,20190226.0,N,1급대상,35,5,Y
[동별] 래미안블레스티지,214,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,18367.04,127.0,Y,N,N,강남소방서,20190226.0,N,1급대상,33,5,Y
[동별] 래미안블레스티지,215,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,19325.35,132.0,Y,N,N,강남소방서,20190226.0,N,1급대상,34,5,Y
[동별] 래미안블레스티지,216,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,13336.86,114.0,Y,N,N,강남소방서,20190226.0,N,1급대상,29,5,Y
[동별] 래미안블레스티지,217,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,6301.45,78.0,Y,N,N,강남소방서,20190226.0,N,1급대상,20,5,Y
[동별] 래미안블레스티지,218,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,6841.13,94.0,Y,N,N,강남소방서,20190226.0,N,1급대상,16,5,Y
[동별] 래미안블레스티지,219,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,7113.31,64.0,Y,N,N,강남소방서,20190226.0,N,1급대상,17,5,Y
[동별] 래미안블레스티지,220,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,3811.99,34.0,Y,N,N,강남소방서,20190226.0,N,1급대상,19,5,Y
[동별] 래미안블레스티지,221,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,9303.5,84.0,Y,N,N,강남소방서,20190226.0,N,1급대상,22,5,Y
[동별] 래미안블레스티지,222,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,7808.35,82.0,Y,N,N,강남소방서,20190226.0,N,1급대상,21,5,Y
[동별] 래미안블레스티지,223,서울특별시 강남구 개포동 1280,서울특별시 강남구 선릉로 8,공동주택,Y,5693.1,65.0,Y,N,N,강남소방서,20190226.0,N,1급대상,8,5,Y
[개황] 돌샘유치원,돌샘유치원,서울특별시 강남구 개포동 185-1,서울특별시 강남구 개포로 516,노유자시설,N,1097.28,0.0,N,N,N,강남소방서,19831203.0,N,2급대상,2,1,Y
[동별] 돌샘유치원,돌샘유치원,서울특별시 강남구 개포동 185-1,서울특별시 강남구 개포로 516,노유자시설,N,1097.28,0.0,N,N,N,강남소방서,19831203.0,N,2급대상,2,1,Y
[개황] (철거)개포목욕탕,(철거)개포목욕탕,서울특별시 강남구 개포동 660-8,서울특별시 강남구 개포로 310-19,근린생활시설,N,1798.0,0.0,Y,N,N,강남소방서,19830312.0,N,2급대상,4,1,Y
[동별] (철거)개포목욕탕,개포목욕탕,서울특별시 강남구 개포동 660-8,서울특별시 강남구 개포로 310-19,근린생활시설,N,1798.0,0.0,Y,N,N,강남소방서,19830312.0,N,2급대상,4,1,Y
[개황] 개포중학교,개포중학교,서울특별시 강남구 개포동 660-37,서울특별시 강남구 선릉로 9,교육연구시설,N,12602.45,0.0,Y,N,N,강남소방서,19960424.0,N,2급대상,6,1,Y
[동별] 개포중학교,개포중학교,서울특별시 강남구 개포동  660-37,서울특별시 강남구 선릉로 9,교육연구시설,N,12602.45,0.0,Y,N,N,강남소방서,,N,2급대상,6,1,Y
[개황] 개포주공5단지아파트,개포주공5단지아파트,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,91040.11,856.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트501동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,15337.0,140.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트502동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,14720.77,140.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트503동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,14720.77,140.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트504동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,14720.77,140.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트505동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,19496.4,140.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공5단지아파트,개포주공5단지아파트506동,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 17,공동주택,Y,12044.4,156.0,N,N,N,강남소방서,19831026.0,N,2급대상,13,1,Y
[개황] 개포주공7단지,개포주공7단지,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,86320.72,900.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트701동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,8503.25,90.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트702동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,14138.9,135.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트703동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,9047.7,90.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트704동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,12140.69,135.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트705동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,9047.7,90.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트706동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,12798.54,135.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트707동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,12140.69,135.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[동별] 개포주공7단지,개포주공7단지아파트708동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,8503.25,90.0,N,N,N,강남소방서,19831026.0,N,2급대상,15,1,Y
[개황] 개포주공6단지아파트,개포주공6단지아파트,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,94575.25,1060.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트601동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,8361.18,112.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트602동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,11865.53,120.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트603동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,8361.18,112.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트604동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,11865.53,120.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트605동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,7820.21,104.0,N,N,N,강남소방서,19831026.0,N,2급대상,13,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트606동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,11865.53,120.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트607동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,8361.18,112.0,N,N,N,강남소방서,19831026.0,N,2급대상,14,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트608동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,10429.99,104.0,N,N,N,강남소방서,19831026.0,N,2급대상,13,1,Y
[동별] 개포주공6단지아파트,개포주공6단지아파트609동,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 516,공동주택,Y,15644.92,156.0,N,N,N,강남소방서,19831026.0,N,2급대상,13,1,Y
[개황] 장우빌딩,장우빌딩,서울특별시 강남구 개포동 186-5,서울특별시 강남구 개포로82길 13-11,복합건축물,N,1276.72,0.0,N,N,N,강남소방서,19840127.0,N,3급대상,4,1,Y
[동별] 장우빌딩,장우빌딩,서울특별시 강남구 개포동 186-5,서울특별시 강남구 개포로82길 13-11,복합건축물,N,1276.72,0.0,N,N,N,강남소방서,19840127.0,N,3급대상,4,1,Y
[개황] 공신빌딩,공신빌딩,서울특별시 강남구 개포동 186-18,서울특별시 강남구 개포로88길 6,복합건축물,N,3561.0,0.0,N,N,N,강남소방서,19831224.0,N,2급대상,6,2,Y
[동별] 공신빌딩,공신빌딩,서울특별시 강남구 개포동 186-18,서울특별시 강남구 개포로88길 6,복합건축물,N,3561.0,0.0,N,N,N,강남소방서,19831224.0,N,2급대상,6,2,Y
[개황] 개포도서관,개포도서관,서울특별시 강남구 개포동 139,서울특별시 강남구 선릉로4길 30,교육연구시설,N,2246.06,0.0,N,N,N,강남소방서,19831220.0,N,2급대상,2,1,Y
[동별] 개포도서관,개포도서관,서울특별시 강남구 개포동 139,서울특별시 강남구 선릉로4길 30,교육연구시설,N,2246.06,0.0,N,N,N,강남소방서,19831220.0,N,2급대상,2,1,Y
[개황] 개포현대1차아파트,개포현대1차아파트,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,67393.62,416.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트101동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,11852.4,78.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트102동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,8012.9,78.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트103동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,14883.26,78.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트104동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,9886.8,52.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트105동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,14883.26,78.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[동별] 개포현대1차아파트,개포현대1차아파트106동,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 303,공동주택,Y,7875.0,52.0,N,N,N,강남소방서,19840420.0,N,2급대상,13,1,Y
[개황] 성지빌딩,성지빌딩,서울특별시 강남구 개포동 186-11,서울특별시 강남구 개포로82길 5-8,복합건축물,N,2473.95,0.0,Y,N,N,강남소방서,19840218.0,N,2급대상,5,2,Y
[동별] 성지빌딩,성지빌딩,서울특별시 강남구 개포동 186-11,서울특별시 강남구 개포로82길 5-8,복합건축물,N,2473.95,0.0,Y,N,N,강남소방서,19840218.0,N,2급대상,5,2,Y
[개황] 개포경남아파트,개포경남아파트,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,102047.17,678.0,N,N,N,강남소방서,19841101.0,N,2급대상,15,1,Y
[동별] 개포경남아파트,개포경남아파트1동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,14092.32,96.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트2동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,14092.32,96.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트3동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,7558.44,72.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트5동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,8652.96,48.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트6동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,5038.96,48.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트7동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,5038.96,48.0,N,N,N,강남소방서,19840308.0,N,2급대상,12,1,Y
[동별] 개포경남아파트,개포경남아파트8동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,20549.48,120.0,N,N,N,강남소방서,19841101.0,N,2급대상,15,1,Y
[동별] 개포경남아파트,개포경남아파트9동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,17483.85,90.0,N,N,N,강남소방서,19841101.0,N,2급대상,15,1,Y
[동별] 개포경남아파트,개포경남아파트10동,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 110,공동주택,Y,9539.88,60.0,N,N,N,강남소방서,19841101.0,N,2급대상,15,1,Y
[개황] 개포빌딩,개포빌딩,서울특별시 강남구 개포동 186-1,서울특별시 강남구 삼성로 38,복합건축물,N,7720.96,,Y,N,N,강남소방서,19840326.0,N,2급대상,7,2,Y
[동별] 개포빌딩,개포빌딩,서울특별시 강남구 개포동 186-1,서울특별시 강남구 삼성로 38,복합건축물,N,7720.96,,Y,N,N,강남소방서,19840326.0,N,2급대상,7,2,Y
[개황] 삼우빌딩,삼우빌딩,서울특별시 강남구 개포동 186-3,서울특별시 강남구 개포로82길 11,복합건축물,N,3984.0,0.0,N,N,N,강남소방서,19840323.0,N,2급대상,6,2,Y
[동별] 삼우빌딩,삼우빌딩,서울특별시 강남구 개포동 186-3,서울특별시 강남구 개포로82길 11,복합건축물,N,3984.0,0.0,N,N,N,강남소방서,19840323.0,N,2급대상,6,2,Y
[개황] 남광빌딩,남광빌딩,서울특별시 강남구 개포동 186-6,서울특별시 강남구 개포로82길 13-15,복합건축물,N,1202.0,0.0,N,N,N,강남소방서,19840221.0,N,3급대상,4,1,Y
[동별] 남광빌딩,남광빌딩,서울특별시 강남구 개포동 186-6,서울특별시 강남구 개포로82길 13-15,복합건축물,N,1202.0,0.0,N,N,N,강남소방서,19440221.0,N,3급대상,4,1,Y
[개황] 대화빌딩,대화빌딩,서울특별시 강남구 개포동 186-7,서울특별시 강남구 개포로82길 13-17,복합건축물,N,1320.0,0.0,N,N,N,강남소방서,19840208.0,N,3급대상,5,1,Y
[동별] 대화빌딩,대화빌딩,서울특별시 강남구 개포동 186-7,서울특별시 강남구 개포로82길 13-17,복합건축물,N,1320.0,0.0,N,N,N,강남소방서,19840208.0,N,3급대상,5,1,Y
[개황] 청우빌딩,청우빌딩,서울특별시 강남구 개포동 186-14,서울특별시 강남구 개포로 506,복합건축물,N,3408.0,0.0,N,N,N,강남소방서,19840612.0,N,2급대상,6,2,Y
[동별] 청우빌딩,청우빌딩,서울특별시 강남구 개포동 186-14,서울특별시 강남구 개포로 506,복합건축물,N,3408.0,0.0,N,N,N,강남소방서,19840612.0,N,2급대상,6,2,Y
[개황] 삼성빌딩,삼성빌딩,서울특별시 강남구 개포동 186-12,서울특별시 강남구 개포로82길 7,복합건축물,N,3004.0,0.0,Y,N,N,강남소방서,19840628.0,N,2급대상,5,2,Y
[동별] 삼성빌딩,삼성빌딩,서울특별시 강남구 개포동 186-12,서울특별시 강남구 개포로82길 7,복합건축물,N,3004.0,0.0,Y,N,N,강남소방서,,N,2급대상,5,2,Y
[개황] 한국빌딩,한국빌딩,서울특별시 강남구 개포동 186-10,서울특별시 강남구 개포로82길 9-11,복합건축물,N,1468.0,0.0,N,N,N,강남소방서,19840622.0,N,3급대상,4,1,Y
[동별] 한국빌딩,한국빌딩,서울특별시 강남구 개포동 186-10,서울특별시 강남구 개포로82길 9-11,복합건축물,N,1468.0,0.0,N,N,N,강남소방서,19840622.0,N,3급대상,4,1,Y
[개황] 개원중학교,개원중학교,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,교육연구시설,N,11819.08,0.0,N,N,N,강남소방서,19960424.0,N,2급대상,4,1,Y
[동별] 개원중학교,교사1동,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,교육연구시설,N,4801.49,0.0,N,N,N,강남소방서,19960424.0,N,2급대상,4,1,Y
[동별] 개원중학교,교사2동,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,교육연구시설,N,4177.4,0.0,N,N,N,강남소방서,19960424.0,N,2급대상,4,1,Y
[동별] 개원중학교,다목적강당,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,교육연구시설,N,2034.22,0.0,N,N,N,강남소방서,19960424.0,N,2급대상,2,0,Y
[동별] 개원중학교,부속건축물,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,교육연구시설,N,805.97,0.0,N,N,N,강남소방서,,N,2급대상,1,1,Y
[개황] 개포종합상가,개포종합상가,서울특별시 강남구 개포동 186-17,서울특별시 강남구 개포로 512,복합건축물,N,6720.0,0.0,N,N,N,강남소방서,19840725.0,N,2급대상,6,2,Y
[동별] 개포종합상가,개포종합상가,서울특별시 강남구 개포동 186-17,서울특별시 강남구 개포로 512,복합건축물,N,6720.0,0.0,N,N,N,강남소방서,19840725.0,N,2급대상,6,2,Y
[개황] 세종빌딩,세종빌딩,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길 13-9,복합건축물,N,3473.82,0.0,N,N,N,강남소방서,19840218.0,N,2급대상,5,2,Y
[동별] 세종빌딩,세종빌딩,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길 13-9,복합건축물,N,3473.82,0.0,N,N,N,강남소방서,19840218.0,N,2급대상,5,2,Y
[개황] 소망빌딩,소망빌딩,서울특별시 강남구 개포동 186-15,서울특별시 강남구 개포로 508,복합건축물,N,3826.34,0.0,Y,N,N,강남소방서,19840906.0,N,2급대상,6,2,Y
[동별] 소망빌딩,소망빌딩,서울특별시 강남구 개포동 186-15,서울특별시 강남구 개포로 508,복합건축물,N,3826.34,0.0,Y,N,N,강남소방서,19840906.0,N,2급대상,6,2,Y
[개황] 영진빌딩,영진빌딩,서울특별시 강남구 개포동 186-9,서울특별시 강남구 개포로82길 9-15,복합건축물,N,1049.0,0.0,N,N,N,강남소방서,19840611.0,N,3급대상,3,1,Y
[동별] 영진빌딩,영진빌딩            ,서울특별시 강남구 개포동 186-9,서울특별시 강남구 개포로82길 9-15,복합건축물,N,1049.0,0.0,N,N,N,강남소방서,19840611.0,N,3급대상,3,1,Y
[개황] 개포우성3차아파트,개포우성3차아파트,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 307,공동주택,Y,59776.46,405.0,N,N,N,강남소방서,19841231.0,N,2급대상,15,1,Y
[동별] 개포우성3차아파트,우성3차아파트1동,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 307,공동주택,Y,10947.0,60.0,N,N,N,강남소방서,19841231.0,N,2급대상,15,1,Y
[동별] 개포우성3차아파트,우성3차아파트2동,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 307,공동주택,Y,10947.16,60.0,N,N,N,강남소방서,19841231.0,N,2급대상,15,1,Y
[동별] 개포우성3차아파트,우성3차아파트3동,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 307,공동주택,Y,9180.48,60.0,N,N,N,강남소방서,19841231.0,N,2급대상,15,1,Y
[동별] 개포우성3차아파트,우성3차아파트5동,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 307,공동주택,Y,13770.72,90.0,N,N,N,강남소방서,19841231.0,N,2급대상,15,1,Y
